0,1,2,3,4,5,6,7,8,9,welfare,fairness,score
candidato5,candidato2,candidato1,candidato8,candidato6,candidato9,candidato3,candidato7,candidato4,candidato10,0.1156539624,0.4056822028676162,0.8698698698698699
candidato10,candidato3,candidato7,candidato8,candidato4,candidato2,candidato6,candidato9,candidato1,candidato5,0.08972101050000002,0.7960033807658569,0.16016016016016016
candidato6,candidato3,candidato4,candidato9,candidato7,candidato2,candidato5,candidato8,candidato1,candidato10,0.1117085987,0.43480564774054375,0.8048048048048048
candidato9,candidato7,candidato1,candidato10,candidato8,candidato4,candidato3,candidato2,candidato5,candidato6,0.08506841020000001,0.925881251585349,0.07107107107107107
candidato5,candidato6,candidato3,candidato1,candidato9,candidato10,candidato7,candidato4,candidato8,candidato2,0.1082340508,0.6085167701737438,0.5865865865865866
candidato7,candidato8,candidato4,candidato2,candidato9,candidato10,candidato3,candidato1,candidato5,candidato6,0.09166592280000001,0.8465801212285058,0.14514514514514515
candidato2,candidato10,candidato6,candidato5,candidato9,candidato8,candidato3,candidato4,candidato1,candidato7,0.0923489959,0.8249502242168419,0.17617617617617617
candidato1,candidato5,candidato6,candidato3,candidato2,candidato7,candidato4,candidato9,candidato10,candidato8,0.1227372611,0.1968291484972698,0.988988988988989
candidato2,candidato6,candidato1,candidato4,candidato5,candidato3,candidato9,candidato8,candidato7,candidato10,0.1235976818,0.19366495029356456,0.993993993993994
candidato3,candidato5,candidato6,candidato1,candidato8,candidato9,candidato10,candidato2,candidato4,candidato7,0.1100139816,0.5776039845044276,0.6466466466466466
candidato1,candidato3,candidato2,candidato8,candidato5,candidato4,candidato9,candidato7,candidato6,candidato10,0.12184626250000001,0.2784301829427776,0.97997997997998
candidato9,candidato5,candidato4,candidato8,candidato7,candidato3,candidato2,candidato1,candidato6,candidato10,0.09666908229999999,0.643953014193779,0.3613613613613614
candidato5,candidato7,candidato4,candidato10,candidato2,candidato6,candidato3,candidato8,candidato1,candidato9,0.10707134750000001,0.5091346223781446,0.6806806806806807
candidato1,candidato5,candidato7,candidato9,candidato10,candidato6,candidato3,candidato8,candidato4,candidato2,0.10227689669999998,0.7226485934477118,0.36036036036036034
candidato3,candidato1,candidato4,candidato7,candidato8,candidato10,candidato5,candidato9,candidato2,candidato6,0.11412487890000002,0.5084954437371105,0.7517517517517518
candidato7,candidato1,candidato3,candidato2,candidato5,candidato9,candidato6,candidato8,candidato4,candidato10,0.1148590287,0.3609487157434758,0.8868868868868869
candidato4,candidato9,candidato2,candidato1,candidato10,candidato7,candidato8,candidato3,candidato5,candidato6,0.09867427170000001,0.739450608846713,0.3183183183183183
candidato9,candidato7,candidato5,candidato3,candidato10,candidato2,candidato4,candidato1,candidato8,candidato6,0.0897122503,0.7931622358122259,0.16316316316316315
candidato3,candidato5,candidato10,candidato2,candidato4,candidato8,candidato6,candidato9,candidato7,candidato1,0.1032470204,0.6140787836651047,0.5325325325325325
candidato3,candidato10,candidato6,candidato2,candidato8,candidato5,candidato4,candidato1,candidato9,candidato7,0.09819432519999999,0.6451317058811366,0.3953953953953954
candidato6,candidato8,candidato7,candidato5,candidato2,candidato4,candidato9,candidato10,candidato3,candidato1,0.09774914920000002,0.6847529422046165,0.35535535535535534
candidato3,candidato2,candidato4,candidato6,candidato1,candidato8,candidato10,candidato5,candidato9,candidato7,0.1209003392,0.32906772872055645,0.95995995995996
candidato3,candidato10,candidato2,candidato5,candidato7,candidato4,candidato8,candidato9,candidato1,candidato6,0.1018694334,0.6216160906037871,0.4984984984984985
candidato3,candidato6,candidato9,candidato2,candidato5,candidato1,candidato8,candidato4,candidato10,candidato7,0.10597394030000001,0.5073037886641214,0.6576576576576577
candidato2,candidato1,candidato3,candidato9,candidato7,candidato10,candidato8,candidato4,candidato5,candidato6,0.1109079968,0.6109647755415295,0.5815815815815816
candidato8,candidato7,candidato3,candidato1,candidato9,candidato4,candidato5,candidato10,candidato2,candidato6,0.09732936260000001,0.6703371788072143,0.3613613613613614
candidato1,candidato2,candidato3,candidato8,candidato7,candidato6,candidato9,candidato4,candidato5,candidato10,0.11801773399999999,0.38739897198163487,0.8998998998998999
candidato9,candidato6,candidato3,candidato10,candidato4,candidato5,candidato7,candidato2,candidato8,candidato1,0.0911643604,0.813652440337689,0.16716716716716717
candidato2,candidato9,candidato3,candidato5,candidato1,candidato10,candidato4,candidato8,candidato6,candidato7,0.1047369881,0.5613514924656796,0.6126126126126126
candidato8,candidato5,candidato9,candidato2,candidato7,candidato1,candidato6,candidato10,candidato3,candidato4,0.09088250290000001,0.7727451909267224,0.1931931931931932
candidato2,candidato6,candidato9,candidato5,candidato7,candidato10,candidato3,candidato8,candidato4,candidato1,0.09753774619999998,0.7661384284360051,0.27127127127127126
candidato2,candidato4,candidato5,candidato7,candidato3,candidato8,candidato9,candidato6,candidato1,candidato10,0.1174715721,0.38139568359038994,0.9059059059059059
candidato10,candidato9,candidato8,candidato1,candidato6,candidato7,candidato4,candidato5,candidato3,candidato2,0.0700223963,1.1164182523610493,0.001001001001001001
candidato7,candidato6,candidato5,candidato10,candidato1,candidato4,candidato3,candidato8,candidato9,candidato2,0.10284855370000001,0.5901350247999859,0.5465465465465466
candidato2,candidato10,candidato1,candidato3,candidato9,candidato6,candidato8,candidato5,candidato4,candidato7,0.09962326559999998,0.6949165914979946,0.38038038038038036
candidato8,candidato7,candidato1,candidato3,candidato5,candidato2,candidato9,candidato10,candidato6,candidato4,0.10213279380000002,0.5829898745721706,0.5345345345345346
candidato9,candidato2,candidato3,candidato1,candidato5,candidato6,candidato4,candidato7,candidato8,candidato10,0.1081537317,0.3850276943844699,0.7367367367367368
candidato1,candidato2,candidato5,candidato3,candidato9,candidato4,candidato10,candidato8,candidato6,candidato7,0.11962160050000001,0.36844767777386034,0.924924924924925
candidato3,candidato6,candidato4,candidato2,candidato7,candidato9,candidato1,candidato8,candidato5,candidato10,0.11641488449999998,0.3537121251683327,0.91991991991992
candidato5,candidato8,candidato6,candidato7,candidato4,candidato1,candidato10,candidato9,candidato3,candidato2,0.101179186,0.6537339915506621,0.44744744744744747
candidato3,candidato8,candidato9,candidato1,candidato4,candidato10,candidato7,candidato6,candidato2,candidato5,0.0912451582,0.8413872342096844,0.14914914914914915
candidato9,candidato7,candidato6,candidato5,candidato10,candidato3,candidato1,candidato2,candidato8,candidato4,0.0861419019,0.8700607290114757,0.0970970970970971
candidato1,candidato5,candidato2,candidato8,candidato4,candidato10,candidato6,candidato7,candidato3,candidato9,0.11634847800000002,0.4117059047925816,0.8658658658658659
candidato8,candidato5,candidato10,candidato6,candidato9,candidato2,candidato7,candidato1,candidato4,candidato3,0.08160975099999998,1.0019363698264254,0.031031031031031032
candidato6,candidato3,candidato7,candidato1,candidato8,candidato10,candidato4,candidato2,candidato5,candidato9,0.10561191050000002,0.5740244903504352,0.6196196196196196
candidato2,candidato3,candidato10,candidato9,candidato1,candidato6,candidato8,candidato4,candidato5,candidato7,0.09935856,0.7104629151292975,0.3613613613613614
candidato4,candidato7,candidato5,candidato10,candidato1,candidato3,candidato9,candidato8,candidato6,candidato2,0.10567162050000001,0.6121387901270748,0.5645645645645646
candidato4,candidato7,candidato10,candidato1,candidato8,candidato6,candidato9,candidato2,candidato3,candidato5,0.0920875787,0.8481381884188453,0.14614614614614616
candidato3,candidato10,candidato2,candidato9,candidato7,candidato4,candidato5,candidato8,candidato1,candidato6,0.09565842650000002,0.7503379557738501,0.2702702702702703
candidato9,candidato10,candidato4,candidato1,candidato6,candidato8,candidato2,candidato7,candidato3,candidato5,0.0813886778,0.9287674200378784,0.044044044044044044
candidato7,candidato5,candidato1,candidato6,candidato2,candidato10,candidato4,candidato3,candidato8,candidato9,0.11116735400000002,0.4267321035050758,0.8038038038038038
candidato4,candidato7,candidato2,candidato6,candidato9,candidato3,candidato8,candidato1,candidato5,candidato10,0.10975540019999999,0.49429482136544384,0.7287287287287287
candidato2,candidato1,candidato6,candidato5,candidato10,candidato3,candidato4,candidato9,candidato7,candidato8,0.11837896379999997,0.33127064899112474,0.944944944944945
candidato1,candidato4,candidato8,candidato5,candidato3,candidato6,candidato10,candidato7,candidato2,candidato9,0.113086636,0.4190511547871872,0.8338338338338338
candidato4,candidato2,candidato9,candidato7,candidato10,candidato1,candidato8,candidato5,candidato6,candidato3,0.09856723310000001,0.7685528260315158,0.2702702702702703
candidato4,candidato10,candidato2,candidato5,candidato3,candidato9,candidato7,candidato8,candidato6,candidato1,0.10014438540000001,0.682621834923842,0.3993993993993994
candidato3,candidato5,candidato7,candidato8,candidato9,candidato10,candidato2,candidato4,candidato6,candidato1,0.09900844480000003,0.8097917027994292,0.2062062062062062
candidato10,candidato1,candidato4,candidato9,candidato3,candidato5,candidato7,candidato8,candidato6,candidato2,0.095572232,0.7299282712837811,0.2982982982982983
candidato1,candidato9,candidato4,candidato5,candidato2,candidato10,candidato7,candidato8,candidato6,candidato3,0.1035367672,0.6326810886530299,0.5085085085085085
candidato4,candidato5,candidato7,candidato10,candidato1,candidato3,candidato8,candidato2,candidato6,candidato9,0.10804566670000003,0.5186912521711807,0.6896896896896897
candidato1,candidato2,candidato3,candidato8,candidato9,candidato5,candidato7,candidato4,candidato6,candidato10,0.11649253149999998,0.41021490564606833,0.8728728728728729
candidato6,candidato10,candidato8,candidato5,candidato1,candidato4,candidato9,candidato2,candidato7,candidato3,0.0866497189,0.8619686898901973,0.1091091091091091
candidato10,candidato4,candidato1,candidato8,candidato2,candidato9,candidato7,candidato5,candidato3,candidato6,0.09319006590000001,0.8015002686334411,0.2022022022022022
candidato6,candidato1,candidato9,candidato3,candidato7,candidato4,candidato10,candidato2,candidato5,candidato8,0.10262317680000001,0.6095727833646755,0.5215215215215215
candidato5,candidato10,candidato9,candidato8,candidato6,candidato7,candidato4,candidato2,candidato1,candidato3,0.07765442219999999,1.0731739914869027,0.009009009009009009
candidato3,candidato1,candidato10,candidato5,candidato4,candidato9,candidato2,candidato7,candidato6,candidato8,0.10577708760000001,0.5453289867608654,0.6406406406406406
candidato10,candidato1,candidato6,candidato2,candidato3,candidato5,candidato7,candidato8,candidato4,candidato9,0.10168154959999999,0.5170001130181187,0.5255255255255256
candidato2,candidato9,candidato6,candidato8,candidato1,candidato10,candidato3,candidato7,candidato4,candidato5,0.0943625646,0.8014156370954438,0.2122122122122122
candidato8,candidato3,candidato2,candidato6,candidato5,candidato4,candidato7,candidato1,candidato10,candidato9,0.1101035879,0.3904896007524338,0.7947947947947948
candidato4,candidato8,candidato7,candidato9,candidato10,candidato6,candidato3,candidato2,candidato5,candidato1,0.08790053390000002,0.9604555988467264,0.05305305305305305
candidato1,candidato10,candidato7,candidato5,candidato9,candidato8,candidato6,candidato2,candidato3,candidato4,0.0886935115,0.9246548730213202,0.08608608608608609
candidato9,candidato7,candidato1,candidato5,candidato8,candidato3,candidato4,candidato2,candidato6,candidato10,0.0950875458,0.6469654939838685,0.3123123123123123
candidato2,candidato8,candidato7,candidato3,candidato9,candidato1,candidato10,candidato4,candidato6,candidato5,0.09782617550000001,0.7457613963702056,0.2982982982982983
candidato4,candidato10,candidato9,candidato6,candidato2,candidato1,candidato3,candidato5,candidato7,candidato8,0.08976552419999999,0.7379576467895135,0.1831831831831832
candidato3,candidato5,candidato2,candidato4,candidato6,candidato8,candidato10,candidato1,candidato9,candidato7,0.11893459320000001,0.3689585271863447,0.9229229229229229
candidato1,candidato8,candidato2,candidato10,candidato3,candidato9,candidato5,candidato4,candidato7,candidato6,0.10143389450000002,0.6957153283545219,0.3913913913913914
candidato10,candidato6,candidato9,candidato2,candidato3,candidato1,candidato4,candidato8,candidato5,candidato7,0.08471549519999999,0.7980902722873117,0.0890890890890891
candidato2,candidato8,candidato6,candidato10,candidato3,candidato5,candidato7,candidato9,candidato4,candidato1,0.09895324149999998,0.7174229878720512,0.3483483483483483
candidato2,candidato5,candidato8,candidato4,candidato9,candidato3,candidato7,candidato6,candidato1,candidato10,0.10731508729999997,0.5206389380274778,0.6786786786786787
candidato2,candidato6,candidato3,candidato4,candidato7,candidato5,candidato9,candidato10,candidato1,candidato8,0.1185392374,0.3355954008527219,0.944944944944945
candidato10,candidato5,candidato3,candidato4,candidato2,candidato8,candidato9,candidato6,candidato1,candidato7,0.0968832535,0.6929757119969111,0.33933933933933935
candidato6,candidato1,candidato4,candidato8,candidato2,candidato3,candidato9,candidato10,candidato5,candidato7,0.11587599120000001,0.3923338877794661,0.8838838838838838
candidato2,candidato6,candidato3,candidato7,candidato10,candidato9,candidato1,candidato8,candidato5,candidato4,0.1071988129,0.640814185180796,0.5175175175175175
candidato4,candidato5,candidato10,candidato2,candidato8,candidato1,candidato7,candidato3,candidato9,candidato6,0.10204394910000002,0.6181130462318452,0.5025025025025025
candidato3,candidato9,candidato10,candidato1,candidato7,candidato2,candidato5,candidato6,candidato8,candidato4,0.08859992670000001,0.814557209225635,0.14114114114114115
candidato2,candidato7,candidato5,candidato10,candidato3,candidato4,candidato6,candidato1,candidato9,candidato8,0.10889519300000002,0.48334578374616555,0.7317317317317318
candidato4,candidato1,candidato5,candidato3,candidato9,candidato8,candidato7,candidato10,candidato6,candidato2,0.1156782476,0.47292636917432784,0.8048048048048048
candidato1,candidato5,candidato7,candidato6,candidato2,candidato8,candidato4,candidato9,candidato3,candidato10,0.11544921139999999,0.3525223664756834,0.9009009009009009
candidato7,candidato1,candidato4,candidato8,candidato9,candidato6,candidato3,candidato5,candidato2,candidato10,0.10585429729999998,0.5630991499187515,0.6266266266266266
candidato9,candidato1,candidato5,candidato4,candidato6,candidato8,candidato3,candidato7,candidato10,candidato2,0.101752411,0.5967981061231967,0.5095095095095095
candidato1,candidato3,candidato10,candidato5,candidato6,candidato2,candidato7,candidato4,candidato9,candidato8,0.1086518159,0.463421891526488,0.7407407407407407
candidato8,candidato1,candidato7,candidato3,candidato10,candidato9,candidato5,candidato4,candidato2,candidato6,0.09299195980000001,0.8356056801581908,0.16916916916916916
candidato5,candidato10,candidato3,candidato7,candidato2,candidato8,candidato6,candidato9,candidato1,candidato4,0.09661278770000001,0.7327835254244266,0.3163163163163163
candidato10,candidato2,candidato9,candidato6,candidato8,candidato3,candidato1,candidato7,candidato4,candidato5,0.0816002558,0.9425615295963613,0.044044044044044044
candidato4,candidato3,candidato9,candidato7,candidato2,candidato6,candidato10,candidato5,candidato8,candidato1,0.10345839650000002,0.646624504740975,0.4874874874874875
candidato4,candidato5,candidato2,candidato9,candidato8,candidato6,candidato1,candidato7,candidato10,candidato3,0.1116989718,0.5117079131834793,0.7387387387387387
candidato10,candidato9,candidato1,candidato3,candidato8,candidato2,candidato6,candidato5,candidato7,candidato4,0.0819571094,0.9151695680659617,0.05205205205205205
candidato5,candidato10,candidato4,candidato1,candidato3,candidato9,candidato7,candidato2,candidato6,candidato8,0.10002578690000001,0.6315527298400464,0.45145145145145144
candidato5,candidato9,candidato3,candidato8,candidato6,candidato4,candidato10,candidato7,candidato2,candidato1,0.09620672030000002,0.7779578862224108,0.24824824824824826
candidato7,candidato8,candidato4,candidato6,candidato3,candidato2,candidato5,candidato9,candidato1,candidato10,0.1028700229,0.49224262933937346,0.5755755755755756
candidato10,candidato3,candidato7,candidato1,candidato9,candidato2,candidato5,candidato4,candidato6,candidato8,0.09138406060000001,0.739322261783974,0.2132132132132132
candidato4,candidato1,candidato2,candidato10,candidato9,candidato5,candidato3,candidato8,candidato7,candidato6,0.1129774503,0.5047562119206097,0.7567567567567568
candidato1,candidato2,candidato8,candidato4,candidato5,candidato7,candidato9,candidato3,candidato6,candidato10,0.11344842150000001,0.4139071839734031,0.8448448448448449
candidato5,candidato10,candidato7,candidato2,candidato9,candidato8,candidato4,candidato6,candidato3,candidato1,0.08650275489999999,0.9399219333182625,0.06706706706706707
candidato3,candidato2,candidato10,candidato1,candidato5,candidato4,candidato7,candidato8,candidato9,candidato6,0.10944489970000001,0.45219282517522086,0.7587587587587588
candidato5,candidato7,candidato8,candidato1,candidato2,candidato9,candidato6,candidato4,candidato3,candidato10,0.10104852100000002,0.5988907819950039,0.4904904904904905
candidato5,candidato10,candidato1,candidato3,candidato7,candidato2,candidato4,candidato8,candidato6,candidato9,0.1044521422,0.4877024638830929,0.6246246246246246
candidato10,candidato7,candidato9,candidato8,candidato6,candidato3,candidato5,candidato2,candidato1,candidato4,0.0707208261,1.1358173365226436,0.002002002002002002
candidato2,candidato9,candidato4,candidato3,candidato10,candidato8,candidato7,candidato6,candidato1,candidato5,0.09715656149999997,0.786314259426559,0.24124124124124124
candidato10,candidato6,candidato5,candidato2,candidato1,candidato9,candidato4,candidato3,candidato8,candidato7,0.09460764890000001,0.682119172395364,0.2992992992992993
candidato7,candidato9,candidato3,candidato8,candidato1,candidato5,candidato6,candidato4,candidato2,candidato10,0.09381901229999999,0.6875552618838331,0.2862862862862863
candidato6,candidato5,candidato8,candidato10,candidato7,candidato1,candidato2,candidato4,candidato9,candidato3,0.0960707179,0.7486816343401703,0.2782782782782783
candidato6,candidato3,candidato4,candidato9,candidato8,candidato10,candidato7,candidato1,candidato2,candidato5,0.10159290359999999,0.7732118165678481,0.26326326326326327
candidato8,candidato4,candidato1,candidato6,candidato3,candidato10,candidato7,candidato9,candidato2,candidato5,0.10427245660000001,0.6108811575845157,0.5495495495495496
candidato1,candidato9,candidato6,candidato8,candidato3,candidato4,candidato7,candidato5,candidato2,candidato10,0.10053440329999999,0.6047105061787139,0.47647647647647645
candidato1,candidato8,candidato3,candidato7,candidato6,candidato5,candidato10,candidato4,candidato9,candidato2,0.10685549300000001,0.5797699737903802,0.6266266266266266
candidato10,candidato7,candidato6,candidato5,candidato1,candidato3,candidato4,candidato9,candidato8,candidato2,0.0915664223,0.6976124221168452,0.22822822822822822
candidato3,candidato5,candidato6,candidato2,candidato8,candidato4,candidato9,candidato1,candidato7,candidato10,0.11584808079999999,0.372580972740161,0.8938938938938938
candidato8,candidato1,candidato10,candidato7,candidato3,candidato6,candidato2,candidato9,candidato5,candidato4,0.08992971679999999,0.7991183897966336,0.16316316316316315
candidato5,candidato1,candidato9,candidato3,candidato10,candidato2,candidato7,candidato4,candidato8,candidato6,0.10273995490000001,0.6370750910301763,0.4944944944944945
candidato2,candidato10,candidato5,candidato1,candidato3,candidato4,candidato6,candidato7,candidato9,candidato8,0.10734405570000001,0.4265637668766357,0.7117117117117117
candidato3,candidato7,candidato2,candidato9,candidato6,candidato4,candidato8,candidato1,candidato5,candidato10,0.10871184,0.5102582504706785,0.7097097097097097
candidato9,candidato10,candidato4,candidato3,candidato5,candidato7,candidato8,candidato1,candidato6,candidato2,0.08116380020000001,0.9531273167127505,0.03803803803803804
candidato7,candidato6,candidato10,candidato3,candidato4,candidato8,candidato5,candidato1,candidato9,candidato2,0.09083696579999999,0.7964441148194776,0.17617617617617617
candidato4,candidato9,candidato1,candidato6,candidato8,candidato5,candidato2,candidato7,candidato10,candidato3,0.10311369070000001,0.5947032947679659,0.5495495495495496
candidato2,candidato3,candidato5,candidato9,candidato10,candidato6,candidato4,candidato1,candidato8,candidato7,0.10991331929999998,0.5583331907559312,0.6716716716716716
candidato1,candidato3,candidato10,candidato7,candidato2,candidato9,candidato8,candidato5,candidato6,candidato4,0.10032040820000002,0.7362446645434694,0.33433433433433435
candidato1,candidato6,candidato3,candidato2,candidato9,candidato8,candidato7,candidato10,candidato4,candidato5,0.11356644559999998,0.5019730066501267,0.7617617617617618
candidato4,candidato9,candidato3,candidato2,candidato8,candidato5,candidato1,candidato6,candidato10,candidato7,0.104839135,0.5233087781934457,0.6246246246246246
candidato6,candidato1,candidato5,candidato7,candidato9,candidato3,candidato10,candidato8,candidato2,candidato4,0.10892835960000001,0.5933554557897911,0.6176176176176176
candidato6,candidato8,candidato2,candidato4,candidato5,candidato1,candidato9,candidato3,candidato7,candidato10,0.1078105864,0.4441620871771945,0.7147147147147147
candidato2,candidato8,candidato3,candidato4,candidato7,candidato9,candidato1,candidato6,candidato10,candidato5,0.10676790019999999,0.5560426753217067,0.6466466466466466
candidato7,candidato9,candidato1,candidato3,candidato6,candidato2,candidato8,candidato4,candidato5,candidato10,0.09899560850000001,0.5889487302801644,0.43043043043043044
candidato7,candidato5,candidato2,candidato9,candidato3,candidato6,candidato1,candidato10,candidato4,candidato8,0.1080218104,0.4831771751969429,0.7117117117117117
candidato6,candidato4,candidato7,candidato3,candidato5,candidato8,candidato2,candidato9,candidato1,candidato10,0.11136101969999998,0.40354213355733254,0.8188188188188188
candidato6,candidato10,candidato9,candidato3,candidato2,candidato1,candidato5,candidato7,candidato8,candidato4,0.08613679420000002,0.813205322193453,0.1091091091091091
candidato10,candidato4,candidato8,candidato2,candidato3,candidato1,candidato6,candidato7,candidato5,candidato9,0.09295677420000002,0.6452188399125587,0.26126126126126126
candidato5,candidato4,candidato6,candidato9,candidato3,candidato10,candidato1,candidato8,candidato7,candidato2,0.1072623905,0.604101898930268,0.5915915915915916
candidato9,candidato3,candidato4,candidato10,candidato1,candidato7,candidato8,candidato2,candidato6,candidato5,0.09368176430000001,0.8026245665004559,0.2042042042042042
candidato2,candidato6,candidato10,candidato5,candidato3,candidato8,candidato1,candidato9,candidato7,candidato4,0.10100897659999998,0.6371904224486857,0.4674674674674675
candidato2,candidato4,candidato5,candidato9,candidato6,candidato7,candidato8,candidato1,candidato3,candidato10,0.1132197825,0.4719147597397624,0.7967967967967968
candidato1,candidato4,candidato2,candidato3,candidato9,candidato8,candidato7,candidato6,candidato5,candidato10,0.11927752819999998,0.359934637924104,0.9319319319319319
candidato9,candidato10,candidato6,candidato4,candidato5,candidato7,candidato3,candidato1,candidato8,candidato2,0.07913350670000001,0.9469916063116861,0.02702702702702703
